sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,label
65,68.56132085,288358.4,1.108661688,1.162982224,82.41144395,20.14728899,1.701104677,-2.56175E+11,75673.1735,8.96384E+14,1.091551484,372.4886923,252517.2425,16.3566127,-9.32524603,1.047791039,-3.66888E+13,50094.87293,326186.2299,25.03641703,1980,190215.9554,-0.046680661,171.9240627,,54729.05145,12140.52124,2.551204714,344.267179,1.653685317,-6.542456602,16.81181196,44,5.591285764,0.837903737,20.41184482,-74307917565,72219.37182,27.57272569,703343293.2,10155.30651,164.6678818,1883066988,-159425.735,55.07942089,-0.638670945,2.323778929,179942.5719,1106856804,17.68111977,3.230857149,1.79826E+15,232008.2995,4.082151001,288358.4,39717.63108,-3.550033701,0,-129723.9593,0.774433394,72954675.2,-250326.5009,0.13696467,346.3984536,,11,2.47038E+13,146.1563547,269854.158,495972.9113,,,2886181.215,1.992978752,1.070674941,259.6478035,-2.72742461,0,4505.6,-4.87974E+15,0.88,,-33644513086,1.948509626,1.72002E+14,1.026617014,-9.37086E+12,11280211581,18022.4,-652321109.1,55341.66136,7.56306E+12,1126.4,552409.6154,-15101138.16,126.9222625,33184.21644,-22.04483934,,297.0663179,0,-194593614.4,205.9740358,2.433950342,0.472895399,21.00359822,221.8624067,0
66,50.63989384,288358.4,,0.464258292,,3.439551172,-13.20195781,-24064391180,241129.9541,3.10277E+14,1.082218923,159.3612917,552092.2643,11.15058186,0.107596984,0.277473847,1.08717E+13,,217931.7371,-14.13106051,1980,19968.23573,,266.5029314,4.413528816,171161.4391,51200.65469,-14.35128157,361.8664176,0.530055892,-13.07934517,114.076663,44,7.413992591,,-0.322861996,-9.69008E+11,419527.8479,13.2831982,379778845.4,213519.241,196.8930425,187891416.2,,43.95656048,0.69723052,9.020258933,28885.8275,1051996628,-1.055773178,0.155815023,4.24771E+15,528292.4512,0.892016476,288358.4,,23.47670423,0,-32950.16222,0.718220156,72954675.2,465561.885,2.05060921,208.6080251,1126.4,11,-7.57229E+12,-70.94492237,408878.2692,37903.76618,251.2050489,1.061641498,9386331.423,3.948338288,0.451928344,410.0824239,13.78846124,0,4505.6,-7.56679E+15,0.88,-73.96721014,-13464339204,0.215493495,,0.012426904,-1.96248E+12,36355853542,18022.4,-350410807.9,183032.5839,1.88698E+13,1126.4,738900.3656,9293976.517,95.20334808,-1049204.119,-5.037044127,209298.9596,280.4905022,0,-711467219,115.3925965,2.756906343,0.77519575,-4.122867542,130.2930534,3
67,91.7577686,,1.106040211,,408.9645089,4.923349191,-1.797091116,-6.49134E+11,673479.3258,-2.66256E+15,1.070992886,255.8874046,,-9.206617423,18.14905299,1.073535198,-4.46862E+13,9191.746915,398625.6145,-17.2460097,1980,121705.43,0.060072114,380.7482861,2.154089996,42935.41445,143196.9398,17.35951208,342.2120825,0.218718958,19.36703962,-45.17655159,44,6.393073589,1.492816305,-13.16224815,-1.34388E+13,135677.8369,22.42055189,389410983.6,,207.2929262,-1274079002,767749.5587,1.697575509,0.883367214,7.283555559,154310.3643,204628015.1,33.02003906,,-4.26103E+14,182856.3835,1.73545897,288358.4,588486.559,1.230366778,0,116671.2056,-0.141636805,72954675.2,412435.5106,0.515790431,379.6068471,1126.4,11,-2.39378E+13,54.08971377,369539.6923,576488.6337,150.182155,0.046231658,-9522054.797,3.789686867,,,-7.123058137,0,4505.6,-5.26417E+15,0.88,14.43542136,17743543537,0.611880322,-5.91401E+13,0.032487169,-1.61056E+13,-79322725037,,-135207967.1,735971.7811,1.36617E+13,1126.4,717537.275,16595165.28,134.3371067,-623127.1875,4.776469708,56031.03668,,0,112801547.4,232.4766889,0.520627674,1.247943989,27.26461272,236.6217123,0
68,72.43503469,288358.4,1.107080099,0.430941714,294.0501788,18.89500571,-6.86412841,-64454756711,-305874.5268,-4.73948E+15,1.047119864,,3911.863134,14.53278085,-14.67595585,0.085657863,1.14192E+12,95571.0725,524896.1862,33.77631378,,348947.5233,,,0.844531622,182225.2742,107320.4098,3.201743513,384.1631436,0.887379475,-21.86847448,34.75169619,44,16.14549395,0.273371266,-3.878510997,1.09348E+13,673738.4975,17.71767722,16901915.63,113457.964,230.2348113,4228453726,-538681.0782,-7.255384812,0.962291877,15.84872853,339944.3263,-674388221.4,-35.87727931,2.696081909,1.33E+16,602249.1228,0.229247686,288358.4,,1.43379481,0,,7.075786214,72954675.2,544157.8026,,278.5954273,1126.4,11,6.19728E+12,131.7595138,340460.1337,378181.9457,169.880296,1.034094179,1281761.957,1.116687033,0.060307194,478.2137327,-11.16029126,0,4505.6,-6.59905E+15,0.88,49.46242807,22511036667,,2.65753E+13,-0.014937965,-3.97916E+12,42448432006,18022.4,782860772.3,230191.1732,5.2773E+12,1126.4,481366.9069,-10741625.4,136.8100379,-26256.51392,-8.025016041,168033.916,174.5077222,0,263974611.4,,0.599427906,2.88788373,4.409353102,299.581856,0
69,27.14945857,288358.4,1.096126767,2.397451211,295.342428,21.34264642,8.123753484,,412566.9642,9.10131E+14,1.087821498,290.0473001,425837.68,8.856546397,8.730761487,1.037122312,6.15449E+12,72504.96275,470971.091,27.12611303,,150737.2347,0.015315847,577.0017613,0.297887046,160413.4591,147965.9523,-5.252054993,375.409483,0.016762268,-5.438982328,85.76124813,44,5.136950232,1.803718221,4.87579112,-75348641095,693366.2023,13.82527165,1294553581,318039.7952,292.6013046,1472852405,429192.5535,71.88988197,0.923707347,-9.060531642,646222.4141,-644293449.2,3.775681926,2.193508095,1.23E+16,575035.1791,0.669046225,288358.4,,23.83467498,0,-13012.17735,-11.91362287,72954675.2,-437833.6246,0.365626894,,1126.4,11,-2.0078E+13,125.3778218,152061.4541,731355.3447,86.40246174,1.06388187,7298440.478,0.487809935,1.945333809,469.2348987,-1.203043154,0,,1.21E+16,0.88,106.2125845,17449223858,0.842744389,-8.90769E+13,-0.002861705,1.12719E+12,1.45564E+11,18022.4,475709903.5,2110.564436,-2.03788E+12,1126.4,773974.7507,-35900061.64,,-611059.9459,-6.267766662,97195.39651,296.5139709,0,-684012389.4,222.2142826,0.95553835,4.46074141,5.020538681,,0
70,48.86890839,288358.4,1.101187525,3.710911318,89.0977429,16.65672693,7.758975849,3.41556E+11,-325772.0361,-1.68692E+15,1.08267719,405.9490757,,-13.99452332,-6.597430133,1.038490303,-2.84694E+13,3799.533381,473107.3785,53.92554052,1980,404754.5316,0.008943946,79.3154864,0.742802655,137080.7072,116643.6476,-3.667784124,335.2439564,0.028624875,-2.24856125,-19.83476247,44,21.49417985,1.213761863,-2.693030424,1.84668E+13,283680.4677,7.488015731,-1045664185,,128.6250782,-1696209233,,3.963101367,0.609112484,22.38855227,3021.309508,518479965.6,24.21986308,3.966673863,,160176.6505,1.384892524,288358.4,93584.19259,16.71349399,0,60596.40276,4.067707407,72954675.2,525931.4048,,368.2360013,,,-9.76273E+12,213.9147578,304975.9983,96702.27336,200.5245452,,7891086.165,0.995827563,0.128756921,419.3480742,17.25986142,0,4505.6,1.18E+16,0.88,-84.79633596,-6553539723,0.152349298,1.9148E+14,0.011611906,8.33409E+12,1.27021E+11,18022.4,88932173.34,721159.8104,-6.83877E+12,1126.4,287231.6388,1919028.948,128.4758269,836423.1814,-31.4107586,163470.1228,302.4281449,0,227904368.6,222.7888358,0.776238274,0.100862499,7.752364038,170.7610587,5
71,73.59280015,288358.4,1.109692561,1.484318388,,-0.017121383,0.27287431,3.51578E+11,504274.9215,3.77282E+15,0.704702021,296.3751367,134758.5919,4.075379038,14.00347621,1.085823198,-1.46889E+12,54353.96025,157838.9505,-18.40725013,1980,299386.4554,0.055499215,277.7593627,0.087171383,99550.4344,4094.118809,4.303759077,302.1421551,0.932365768,,-4.642170302,44,11.63913605,1.310097746,33.00132087,-6.80943E+12,516814.8163,17.40685462,818635449.1,371122.7295,155.292714,-3174742956,240085.5118,-12.22951113,-0.577473688,12.97939881,123211.2996,,56.17597042,0.497551119,8.96302E+15,93250.19767,3.042927811,,82540.257,-9.412177903,0,95343.58844,-12.60799533,,847463.3133,0.225923175,150.8264749,1126.4,11,3.07023E+13,-72.05986377,410169.3164,132429.1013,196.8400028,1.059258263,-11923550.35,1.117138077,,513.0555604,-11.91359727,0,4505.6,-2.35616E+15,0.88,104.1343217,,,-1.05172E+14,-0.015251701,-1.23365E+13,-1.58546E+11,18022.4,-177650770.2,519119.714,1.93715E+13,1126.4,744143.3588,-561031.8088,124.6448864,,-1.362877234,72788.85423,227.640068,0,-726023105.6,,1.734833279,0.239529782,27.9699575,300.2525309,4
72,90.51350158,288358.4,,0.649460458,298.1527721,7.514543449,10.6450881,,-154984.3147,-1.07161E+15,0.513558436,324.4669734,,26.72541691,1.308330232,0.955411554,-3.83241E+13,86803.02082,,-20.18791836,1980,151982.9854,-0.004559225,186.3328863,,164530.9849,36575.96437,2.099098961,,0.243338253,19.44105818,119.033988,44,8.788103666,1.205393169,24.67741204,1.71963E+13,491775.0344,34.89922868,-383886416.7,471375.4974,203.4901471,2388139137,1966559.804,34.0190093,0.196831461,8.575257494,308628.2302,-357447541.1,,0.399029483,3.91814E+15,282706.4212,2.55200572,288358.4,596558.7777,-15.85774034,0,-1402.178512,16.07152257,72954675.2,306888.3057,0.012244635,457.391033,1126.4,11,-1.06121E+13,111.3886299,359788.9256,107871.2854,169.9107356,,1351852.216,0.008019796,1.884771307,,14.45008703,0,4505.6,-1.12E+16,0.88,30.10007725,39592884782,0.448790378,2.17236E+14,0.991147648,-9.12662E+12,70392611275,,-91084067.09,,-4.13848E+12,1126.4,755808.3047,22182636.4,50.65124072,,0.86851403,,264.0538131,0,-743059959.8,203.807327,1.814676463,1.383046258,21.57813475,163.7656,2
73,69.58191054,,,0.625179745,267.1667401,8.584821123,-22.33360274,4.00466E+11,-292133.4353,2.87609E+14,,543.6503537,,-7.384715047,-8.671585386,0.686567035,1.33201E+13,89088.52058,,-23.74209242,1980,140276.7909,0.036499549,276.5558981,0.258807006,71126.26955,32707.23399,2.861908676,,0.014734122,,77.29789346,44,12.92257352,1.479906331,29.92459166,-6.91198E+12,81885.30045,29.85681237,-1411424033,306402.416,135.9200511,729156324.1,1412809.267,6.808166707,8.964739902,34.49952655,60668.24874,-516434570.1,55.09825306,0.233878878,4.62825E+15,670730.9271,0.018748309,288358.4,398631.4532,0.278087836,0,-23074.94102,-26.17347163,72954675.2,-192584.0269,0.168603049,294.612197,1126.4,11,6.79001E+12,34.00215275,465682.2925,150563.3688,200.8198985,0.055130673,4031412.413,2.292841959,1.335717553,,-10.68818491,0,4505.6,-2.3338E+15,0.88,-29.8901496,-5886529851,1.181290463,-3.44327E+14,,-5.66485E+12,-1.15421E+11,18022.4,-135920188.8,200409.0317,6.70762E+12,1126.4,668277.8134,-5152314.998,69.29473421,-1006694.502,-7.1976735,,253.758222,0,345531342.9,148.0124153,0.221485305,0.145762349,12.77269651,221.5715077,2
74,38.47094144,288358.4,1.097215833,1.730238895,271.3314588,9.764047104,14.70892853,-2.19742E+11,-840821.7927,2.29411E+14,0.53518318,293.2479061,437089.637,-0.713840097,20.84455184,0.788122611,1.07066E+13,15791.58444,104617.0506,26.96024218,1980,61692.61779,-0.02314947,254.7684747,,87088.79425,132810.5401,7.523078354,314.8609966,0.269277038,13.92987764,42.98210951,44,-9.241194205,2.07163267,23.80849374,9.41215E+12,,20.33312826,-2023554202,314056.2236,257.0443002,1980994926,-1295646.405,38.57781892,12.41617728,25.7341511,,200313529.9,30.96401973,,5.7772E+15,250733.9901,4.378150784,288358.4,363034.4607,28.86832738,0,53503.8038,3.192448341,72954675.2,412376.1579,2.117036638,276.3475239,1126.4,11,7.03852E+12,152.6160948,176304.7473,381807.6353,,0.024391733,3655506.373,0.484472621,0.421712724,512.9967691,-2.746824619,0,4505.6,6.80741E+15,0.88,26.78145387,-16013814179,0.755743173,-8.04554E+13,2.013470887,,56131956538,18022.4,-473043169.4,605214.6985,9.99768E+12,1126.4,579102.0078,-3491308.298,110.4780037,,15.88268803,54268.65978,166.747602,0,-117657805.3,193.1038589,0.246387704,0.366168602,24.88295823,258.4832089,2
75,54.81947072,288358.4,1.10689382,0.494655924,232.5986295,1.281286533,4.64977774,-1288202854,-271508.5348,4.03158E+15,1.070476224,409.0584734,408156.7161,-1.100832349,-12.62889787,0.434432158,-2.94918E+13,20194.80835,187395.9987,-3.23966611,1980,105260.604,-0.065772487,301.3766651,0.530679135,54152.00317,87003.15882,-17.53671697,490.6772361,0.752310127,17.23971528,91.27526941,44,1.385784223,1.429622102,18.79621656,-1.97008E+13,583428.6334,15.20276948,-2249657328,402722.485,140.7345358,-1955827268,-111974.9759,45.99857235,-0.449574389,53.7671294,,-260222320.1,-21.51029106,0.358929868,-1.89679E+15,555694.444,0.440348587,288358.4,396942.276,56.64483473,0,-106319.8299,2.996521558,72954675.2,473812.6853,0.54704883,266.1330883,1126.4,11,3.67016E+13,-20.92535445,472251.2897,127246.4149,210.4761255,1.067911744,-12340941.01,1.856280294,2.567898621,498.4545176,-13.86710373,0,4505.6,9.94561E+15,,-23.6725975,13462244270,0.072650947,1.75985E+14,0.023647655,3.40803E+12,54320713474,18022.4,466734615.8,632672.6539,-1.43387E+13,1126.4,594771.5279,-22537327.24,180.6977253,23004.47334,5.241045137,24486.61757,168.3946544,0,381435936.9,79.92259824,,3.580956788,16.13834965,273.4308961,3
76,76.38539854,288358.4,1.101188031,0.665489893,252.1852667,1.162813377,-0.360282075,9554050768,45170.42386,2.01424E+15,1.063740041,220.8118473,330994.539,10.73804308,16.28773363,,3.18315E+13,4323.082385,278103.2503,-12.62505785,,,-0.014809187,497.6198816,2.812038863,75537.07077,143184.9526,-30.06533605,380.5323802,1.158626833,-4.536120724,82.44571778,44,7.744618205,2.503109813,5.186674309,7.94946E+12,327029.1319,,1063302377,265755.6452,179.1363927,1614933586,2999811.498,-3.434509458,-0.121162517,22.0722554,688431.5089,727775203.5,10.28951902,0.291951159,-2.42887E+15,,0.085127539,288358.4,421671.4527,-0.862170166,0,-45783.26858,28.41494131,72954675.2,142295.3494,,216.7746014,1126.4,11,1.25904E+13,-39.7006612,,456956.914,116.3612798,0.101373393,5133900.146,0.489011521,,425.1956566,7.346880275,0,4505.6,-1.1046E+15,,-66.07093233,-3559974808,0.059492368,-1.06616E+14,0.005010091,-1.97432E+13,93537656768,18022.4,181637504.8,362382.942,9.19726E+12,1126.4,259881.1066,4749450.751,,-793855.8238,-11.46550056,,219.9385614,0,131795732.1,131.8178001,2.082236551,2.315896363,-4.536512491,225.7322297,0
77,56.92768854,288358.4,,0.444516657,319.566987,19.36919534,4.110443957,-55534272190,34046.42519,-1.51441E+15,1.045317773,294.2198174,,16.08761715,2.683492641,0.070905271,1.84231E+13,53267.79079,46348.3174,77.98042088,1980,144621.0457,-0.019236105,220.7972286,0.129957273,,35528.35827,-1.877231655,358.0496375,0.344820708,-0.560471534,57.70523914,44,10.65686731,0.103734145,-4.816240186,-3.15614E+12,488859.7909,20.40264073,-780812760.2,408403.1943,187.0250484,,763859.6314,15.37672249,-0.660271378,45.01555705,642941.507,220679069.6,24.85675896,0.302672107,2.79827E+15,,,,305617.5837,-9.270018268,0,13630.62822,-10.77975937,72954675.2,-428622.8433,1.886555009,,1126.4,11,-8.41863E+12,193.1938941,217660.492,641685.7417,153.6800649,1.069912993,-2218356.831,0.252754435,0.160955704,,12.83431948,0,4505.6,-1.89976E+15,0.88,-24.37542633,20633735180,0.369831575,-4.91455E+13,0.033966377,1.16322E+13,-95389373715,18022.4,325785134.9,,-1.16801E+11,1126.4,444166.2772,-38560824.41,142.6865552,-355106.4721,-3.965100106,92733.92,131.6926312,0,-236460824,297.7168568,4.009704074,4.196594393,-6.431093034,174.3308266,0
78,66.3788327,288358.4,1.0915615,1.57742519,191.3022065,4.933747029,13.07676741,-1.73124E+11,38898.55783,3.50996E+15,0.62145311,437.8918944,184581.4617,8.259858331,4.746475281,1.084316376,7.94111E+12,89956.8905,231021.2363,9.870172212,1980,216004.2372,-0.035622979,482.9685721,0.080435949,50663.01917,,20.372812,329.0917558,,,158.9073471,44,-8.777491565,0.191091956,15.30492881,2.11715E+12,300926.3509,26.41702265,625879375.7,,317.1447088,-851778498.1,1121661.768,-0.679307297,0.042608551,4.795925494,543805.5904,,178.2998804,1.697864294,3.78056E+15,187411.7293,0.477743251,288358.4,252479.6697,6.901325926,0,164904.5686,-7.405503978,72954675.2,-363247.7621,2.4467748,437.5606369,1126.4,11,-1.99864E+12,91.72262564,424833.6324,434460.6705,120.0113981,1.067454524,1914178.124,3.953686595,0.150733173,342.2306468,-1.365046341,0,4505.6,-7.29231E+15,0.88,68.00620852,-21450539283,0.833665213,1.24006E+14,0.000185772,-7.17962E+12,-1.12831E+11,18022.4,865011245.3,643979.1478,-1.61601E+13,1126.4,,-3803812.221,85.95683398,,11.66854931,5939.438696,185.78723,0,-579430145.5,255.4165393,,2.622944288,10.23843742,302.9494409,4
79,52.51941462,288358.4,1.108001795,0.762689095,267.9532669,8.222447042,12.98257046,6.31805E+11,747726.2932,-1.6689E+15,1.074673954,497.1569922,386730.572,36.99301545,37.22205647,1.054237875,2.3326E+13,46339.36543,222031.862,-28.33384433,1980,,0.083327806,487.9618625,0.200579916,138849.417,107660.4679,55.07635375,305.9278322,0.771989464,62.16208953,53.84442406,,62.76496717,0.668497723,78.84842646,5.11223E+12,401053.4987,26.82843266,-1649564554,471813.7488,209.4232083,-1425094483,-600515.9977,57.48796486,-0.145412054,64.30610327,389809.0287,89137484.69,37.94297208,4.936047531,4.22859E+15,349745.6568,0.323238043,288358.4,144178.2613,-11.06975902,0,,54.36339837,72954675.2,563359.6289,,398.6039163,1126.4,11,1.90137E+13,116.360874,406744.6848,741622.7118,236.1356586,0.100459463,-6600862.764,,1.571496965,426.9370935,75.57162466,0,,2.53966E+15,,-2.508605385,-35921496211,,-6.3428E+13,-0.001839061,1.51672E+13,-93043626689,18022.4,664238543.2,253872.8215,-1.02767E+12,1126.4,,-31520912.4,100.5469647,-296691.0973,44.85832829,,268.9907408,0,-485219417.5,,2.606664285,0.448041931,66.67679136,178.9441292,2
80,49.72527253,288358.4,1.107583105,,136.3080525,4.000476181,28.8324143,-4.52856E+11,-520735.9588,-2.95441E+14,1.072049734,283.8697504,83963.17831,56.06183086,56.09579964,1.06696004,2.10365E+13,10403.96444,,-25.51338743,1980,182977.4693,-0.021370862,71.52337462,2.280267993,50445.43616,161555.821,45.81575025,422.6141939,1.806184483,67.18185322,140.6141964,44,51.36161892,0.011372115,31.59700388,-7.53495E+12,335064.7487,7.708394868,336192930.9,331287.3404,247.1384776,1032420562,365592.4159,70.35948334,-0.19072112,48.89786858,350275.065,-317276095.9,-54.79181357,0.307281453,-1.17088E+15,54309.05705,0.117013236,288358.4,337433.2603,0.399798913,0,21928.43674,24.36306408,72954675.2,-264238.4177,0.015091389,218.8300117,1126.4,11,-1.14604E+13,192.4192598,37903.40673,333236.4328,170.9819163,,8998897.695,0.399687627,0.067366514,516.1265592,27.46923284,0,4505.6,-5.25603E+15,0.88,-67.88272101,,0.905736185,6.57994E+13,0.019118747,3.77715E+12,-48147907861,18022.4,-869238275.8,541246.6161,-1.08355E+13,1126.4,810433.5376,6859646.275,80.70710573,,48.9106899,219965.3312,336.026654,0,-124868263.6,88.39708393,,3.949410837,53.61007661,264.5734876,2
81,43.57465842,288358.4,1.11089564,0.3590679,12.10607514,2.700258197,-19.35738275,-1.28274E+11,-852968.6465,2.22882E+15,1.064513465,317.9179628,237007.479,8.615754644,15.05544386,1.083493058,-3.23171E+13,83832.2977,483263.0266,19.21636884,1980,335910.1101,0.08592123,300.3311007,0.493967182,56665.91142,150887.4151,-24.97856353,,0.22439949,0.756104396,40.20015065,,16.87824372,0.949612247,0.221126784,3.7909E+12,493705.0884,22.39143731,-1304243961,544994.3728,216.2660101,2056565603,588874.673,15.42376919,0.109040613,-3.89779789,570838.374,-21330178.08,-3.543184467,2.109818794,-7.70887E+15,578271.3798,0.992043215,288358.4,630506.4909,-7.408217541,0,61203.5723,-2.09361696,72954675.2,48900.13099,,359.0729427,1126.4,11,-1.9161E+13,119.3301165,352112.4361,172949.3897,195.2525468,0.070726657,-6907694.663,0.742524164,0.084742998,266.7882109,8.944831711,0,4505.6,-1.23E+16,0.88,-6.140885574,22756616795,2.039923634,6.95948E+13,0.011291546,1.9066E+12,-83780378719,18022.4,-733191151.3,674069.8798,1.07413E+13,1126.4,779897.2351,-4507265.746,127.9308948,498208.503,-12.37462665,208743.3248,192.4597501,0,-270946492.9,182.1432449,2.008135703,0.388419241,1.639834162,361.8983459,0
82,,288358.4,1.103674813,1.549868611,327.2429019,24.72035649,-1.558037992,4.56112E+11,-333855.4355,2.09279E+15,1.053807506,334.4947076,,-5.932370181,6.456685255,,-1.01147E+13,38171.92561,369849.1292,66.88093547,1980,194733.0606,0.084149451,314.9903944,0.000834558,197124.6649,,-2.376163604,,0.737659569,-19.84838741,91.1088419,44,36.46111144,0.892324051,-10.47476599,6.47035E+11,83916.20435,17.92579941,-12057559.3,362701.9184,135.4498995,4364343595,-137346.0039,51.32471796,0.692625895,8.450192145,134857.4538,,-41.05366145,3.823173479,-4.18135E+15,592191.9678,0.176050267,288358.4,,1.034825296,0,38048.95313,-8.807925268,72954675.2,103542.4688,0.009599133,413.3055663,1126.4,11,2.02173E+13,151.4489785,256418.1398,,178.2969027,1.049210407,6303728.182,,3.698257507,415.0341941,-3.427868487,0,4505.6,4.25115E+15,,-67.7550276,-3476363375,0.571065886,-5.14287E+13,0.009044436,-9.00095E+12,-7925657245,,-9211969.004,,1.72392E+13,1126.4,562063.6995,2006803.058,136.2305243,-1462493.195,-24.64702923,68282.329,181.7595521,0,111800626.2,255.9305459,0.802742667,0.913573705,12.67160435,231.3098086,0
83,,288358.4,,0.039842133,177.7636741,5.276138784,12.43150364,3.91161E+11,,-6.40768E+14,0.648236515,,,-0.454443019,-0.773185494,1.093104646,-1.08028E+12,46604.75529,221971.2469,-23.33217795,1980,272433.7479,,473.6271568,0.527655445,171976.2143,13793.76821,-1.876553877,454.9939932,2.589619013,6.207881869,58.52979862,44,-10.45952771,1.276282883,14.54627142,1.2627E+12,283655.0139,24.0652095,1358073137,85870.56415,183.5878795,4345830292,-329273.4876,27.68616496,,20.47327644,346205.1056,,,0.082311266,8.44982E+15,433663.353,1.705951489,288358.4,,-18.34521906,0,82914.4693,-10.38444776,72954675.2,33078.79088,0.505740782,387.5061174,,11,2.8342E+13,175.100736,347677.0483,670009.1971,97.44227518,1.010490528,-4427416.009,1.773320728,0.12281145,491.1185295,14.70140109,0,4505.6,-1.06E+16,0.88,51.88703393,-39792587708,0.478105414,6.10875E+12,-0.000530826,-2.57833E+12,63878464616,18022.4,55515740.28,32487.41023,-1.16203E+13,1126.4,,-14699177.77,154.0760149,-1002511.364,-16.4858149,58386.68491,,0,129446497,171.9542552,0.475368674,0.429611788,12.12634869,175.7243988,4
84,48.51941495,288358.4,1.104925832,0.672541789,,21.88295279,-0.574384934,5.44731E+11,143705.5057,-9.12488E+14,1.081949537,390.1144206,199013.7332,13.56621459,-9.915245659,1.07534274,2.86641E+13,55374.20197,314575.4072,5.334756019,1980,410787.88,0.006830684,448.5331427,0.197997347,201785.6959,34116.92622,,299.5627168,0.842682081,4.726254514,21.42532369,44,-22.36570894,4.719530256,-12.91066616,-4.92405E+12,402930.1842,15.67020077,1799137897,161862.7669,160.5801862,-1066714645,-96629.41258,50.04290448,0.629392443,27.11163388,502315.8315,-578691035.1,-64.55351122,1.043700028,-6.89968E+15,302987.3247,0.177968076,288358.4,52446.89828,-6.891912328,0,-85998.5618,28.21674882,72954675.2,-217947.4789,0.427314883,192.6555407,1126.4,,3.83001E+12,154.416777,119184.368,824167.6468,,1.002520191,-248638.7886,0.453117299,1.263039403,325.1651468,-9.741660776,0,,-1.05E+16,0.88,-55.12786057,18834072532,0.432688274,1.00087E+14,0.020009263,,1.31272E+11,18022.4,-492159410.4,8473.727581,3.79519E+12,1126.4,135122.7148,-7931149.726,82.99786279,71908.78729,12.62479836,88733.71783,207.6767899,0,227046461.2,172.9981188,1.109352615,0.29299307,22.85066208,317.4646818,0
85,76.47139345,288358.4,2.105879762,0.216662836,240.5386759,7.726441857,5.232194918,2.89924E+11,-779528.8448,-3.0454E+15,1.071005486,348.4435159,327789.2124,18.69208319,2.938286019,0.592062703,-3.00538E+13,,100386.9947,4.169629094,1980,47205.48618,0.038921512,310.8632626,4.834194494,138971.5789,,23.03487844,409.9725577,0.088253769,,139.3734194,44,2.798599401,4.324160198,-4.475279038,1.38337E+11,761628.0123,17.81422673,-686814457.3,104954.3108,296.6824593,-2327325226,-1396088.653,24.56908249,10.82541499,21.04452544,652093.562,-54667862,35.28380457,,-2.28632E+15,434281.8095,0.275015145,288358.4,461067.6283,36.65210897,0,10120.79832,-6.77055361,72954675.2,-334130.2128,2.195580727,296.0093479,1126.4,11,3.07591E+13,131.3934389,267548.3163,213500.4302,104.2508124,0.049522654,-2224967.69,0.577909189,0.884637125,434.0085383,-16.58436662,0,,2.14933E+15,0.88,11.2431645,-4577720833,0.103444546,1.80736E+14,2.00579537,5.12389E+12,1.42184E+11,18022.4,-111827929.7,554925.3673,7.45822E+12,1126.4,251353.7739,9260423.352,81.06393589,370778.8415,44.01913196,26391.4304,253.109646,0,714935162.3,230.600807,1.696073142,0.97260559,15.79449954,,1
86,26.98010372,288358.4,1.106949444,2.354131696,294.8958482,17.7359723,11.18392605,2.53931E+11,-465775.5003,-2.95385E+15,1.045782657,371.5064209,601248.7752,-10.37101232,7.510469314,0.048232683,5.41163E+12,96332.23779,448242.2509,39.06448459,1980,,0.001170371,547.9218477,1.627732114,80803.53912,8258.999577,,218.5876793,0.482122511,-3.678194418,100.5428679,44,-2.025335329,0.726845503,4.859750251,1.06829E+13,233601.6239,8.967459341,-990942423.1,124682.6354,194.8245003,977062677.9,-1636856.921,28.36384207,0.840231849,-6.821685825,,-180622394.7,41.72655066,0.988477568,,659724.5766,1.671000561,288358.4,,-20.43743457,0,-100331.975,-1.45986823,72954675.2,67932.09757,,314.6725046,1126.4,11,2.12754E+13,35.88033955,495506.7245,364409.173,173.6398774,1.05344661,-2339742.431,0.219285392,0.800735182,332.1963161,5.362114318,0,4505.6,-1.09E+16,0.88,17.83454815,-18717113141,1.528966891,2.8436E+13,0.009613112,,1.51223E+11,,337206209.4,546473.6041,-4.34874E+12,1126.4,731041.932,138517.6151,,681075.5502,-3.788211459,5079.409832,188.7968521,0,9710309.893,147.7203403,2.298942701,1.322836315,40.76671995,90.76928071,0
